jour,doses_jour,complet_jour,cum_dose1,cum_complet,cum_rappel,couv_dose1_pct,couv_complet_pct,couv_rappel_pct
2020-12-27,160,5,160,5,0,0.0,0.0,0.0
2020-12-28,285,8,445,13,0,0.0,0.0,0.0
2020-12-29,195,2,640,15,0,0.0,0.0,0.0
2020-12-30,249,5,889,20,0,0.0,0.0,0.0
2020-12-31,262,7,1151,27,0,0.0,0.0,0.0
2021-01-01,752,23,1903,50,0,0.0,0.0,0.0
2021-01-02,180,9,2083,59,0,0.0,0.0,0.0
2021-01-03,207,5,2290,64,0,0.0,0.0,0.0
2021-01-04,1740,15,4030,79,0,0.0,0.0,0.0
2021-01-05,7060,92,11090,171,0,0.0,0.0,0.0
2021-01-06,11884,85,22974,256,0,0.0,0.0,0.0
2021-01-07,28914,130,51888,386,0,0.1,0.0,0.0
2021-01-08,36468,182,88356,568,0,0.1,0.0,0.0
2021-01-09,11002,59,99358,627,0,0.1,0.0,0.0
2021-01-10,5826,21,105184,648,0,0.2,0.0,0.0
2021-01-11,39335,200,144519,848,0,0.2,0.0,0.0
2021-01-12,60713,267,205232,1115,0,0.3,0.0,0.0
2021-01-13,63900,377,269132,1492,0,0.4,0.0,0.0
2021-01-14,80477,913,349609,2405,0,0.5,0.0,0.0
2021-01-15,67948,496,417557,2901,0,0.6,0.0,0.0
2021-01-16,19793,161,437350,3062,0,0.6,0.0,0.0
2021-01-17,10646,97,447996,3159,0,0.7,0.0,0.0
2021-01-18,84690,549,532686,3708,0,0.8,0.0,0.0
2021-01-19,128687,777,661373,4485,0,1.0,0.0,0.0
2021-01-20,135637,750,797010,5235,0,1.2,0.0,0.0
2021-01-21,156402,847,953412,6082,0,1.4,0.0,0.0
2021-01-22,119677,746,1073089,6828,0,1.6,0.0,0.0
2021-01-23,37932,184,1111021,7012,0,1.6,0.0,0.0
2021-01-24,9466,155,1120487,7167,0,1.6,0.0,0.0
2021-01-25,77342,1744,1197829,8911,0,1.8,0.0,0.0
2021-01-26,99125,4064,1296954,12975,0,1.9,0.0,0.0
2021-01-27,105986,7040,1402940,20015,0,2.1,0.0,0.0
2021-01-28,123181,17001,1526121,37016,0,2.2,0.1,0.0
2021-01-29,91188,19012,1617309,56028,0,2.4,0.1,0.0
2021-01-30,28733,4612,1646042,60640,0,2.4,0.1,0.0
2021-01-31,4996,1903,1651038,62543,0,2.4,0.1,0.0
2021-02-01,52347,23200,1703385,85743,0,2.5,0.1,0.0
2021-02-02,71226,38039,1774611,123782,0,2.6,0.2,0.0
2021-02-03,71313,40168,1845924,163950,0,2.7,0.2,0.0
2021-02-04,81088,55176,1927012,219126,0,2.8,0.3,0.0
2021-02-05,67475,48237,1994487,267363,0,2.9,0.4,0.0
2021-02-06,21805,11498,2016292,278861,0,3.0,0.4,0.0
2021-02-07,4919,6154,2021211,285015,0,3.0,0.4,0.0
2021-02-08,46168,49013,2067379,334028,0,3.0,0.5,0.0
2021-02-09,65163,78688,2132542,412716,0,3.1,0.6,0.0
2021-02-10,69845,83889,2202387,496605,0,3.2,0.7,0.0
2021-02-11,86198,106714,2288585,603319,0,3.4,0.9,0.0
2021-02-12,78302,77114,2366887,680433,0,3.5,1.0,0.0
2021-02-13,21912,19766,2388799,700199,0,3.5,1.0,0.0
2021-02-14,4725,7344,2393524,707543,0,3.5,1.0,0.0
2021-02-15,37400,77386,2430924,784929,0,3.6,1.2,0.0
2021-02-16,49548,100250,2480472,885179,0,3.6,1.3,0.0
2021-02-17,49720,107689,2530192,992868,0,3.7,1.5,0.0
2021-02-18,68670,125109,2598862,1117977,0,3.8,1.6,0.0
2021-02-19,64212,93699,2663074,1211676,0,3.9,1.8,0.0
2021-02-20,18156,28767,2681230,1240443,0,3.9,1.8,0.0
2021-02-21,2990,6065,2684220,1246508,0,3.9,1.8,0.0
2021-02-22,36807,73816,2721027,1320324,0,4.0,1.9,0.0
2021-02-23,52918,86222,2773945,1406546,0,4.1,2.1,0.0
2021-02-24,58723,84012,2832668,1490558,0,4.2,2.2,0.0
2021-02-25,99240,93686,2931908,1584244,0,4.3,2.3,0.0
2021-02-26,112196,73448,3044104,1657692,0,4.5,2.4,0.0
2021-02-27,51391,23556,3095495,1681248,0,4.6,2.5,0.0
2021-02-28,5812,4217,3101307,1685465,0,4.6,2.5,0.0
2021-03-01,64480,55572,3165787,1741037,0,4.7,2.6,0.0
2021-03-02,99879,69768,3265666,1810805,0,4.8,2.7,0.0
2021-03-03,114675,68644,3380341,1879449,0,5.0,2.8,0.0
2021-03-04,161503,77755,3541844,1957204,0,5.2,2.9,0.0
2021-03-05,198887,68978,3740731,2026182,0,5.5,3.0,0.0
2021-03-06,205609,22606,3946340,2048788,0,5.8,3.0,0.0
2021-03-07,119622,7161,4065962,2055949,0,6.0,3.0,0.0
2021-03-08,105477,52654,4171439,2108603,0,6.1,3.1,0.0
2021-03-09,170443,61041,4341882,2169644,0,6.4,3.2,0.0
2021-03-10,176867,62264,4518749,2231908,0,6.6,3.3,0.0
2021-03-11,240402,71635,4759151,2303543,0,7.0,3.4,0.0
2021-03-12,292257,62378,5051408,2365921,0,7.4,3.5,0.0
2021-03-13,229150,21042,5280558,2386963,0,7.8,3.5,0.0
2021-03-14,62418,4982,5342976,2391945,0,7.9,3.5,0.0
2021-03-15,156496,35824,5499472,2427769,0,8.1,3.6,0.0
2021-03-16,139646,42596,5639118,2470365,0,8.3,3.6,0.0
2021-03-17,148433,41860,5787551,2512225,0,8.5,3.7,0.0
2021-03-18,165592,49366,5953143,2561591,0,8.8,3.8,0.0
2021-03-19,227169,43682,6180312,2605273,0,9.1,3.8,0.0
2021-03-20,164919,15807,6345231,2621080,0,9.3,3.9,0.0
2021-03-21,48947,3788,6394178,2624868,0,9.4,3.9,0.0
2021-03-22,167700,38704,6561878,2663572,0,9.6,3.9,0.0
2021-03-23,247277,49710,6809155,2713282,0,10.0,4.0,0.0
2021-03-24,253979,51190,7063134,2764472,0,10.4,4.1,0.0
2021-03-25,338409,55762,7401543,2820234,0,10.9,4.1,0.0
2021-03-26,355436,53086,7756979,2873320,0,11.4,4.2,0.0
2021-03-27,193436,23210,7950415,2896530,0,11.7,4.3,0.0
2021-03-28,58391,6539,8008806,2903069,0,11.8,4.3,0.0
2021-03-29,200589,59698,8209395,2962767,0,12.1,4.4,0.0
2021-03-30,282483,79898,8491878,3042665,0,12.5,4.5,0.0
2021-03-31,259891,84150,8751769,3126815,0,12.9,4.6,0.0
2021-04-01,311704,105668,9063473,3232483,0,13.3,4.8,0.0
2021-04-02,278234,105931,9341707,3338414,0,13.7,4.9,0.0
2021-04-03,139404,67522,9481111,3405936,0,13.9,5.0,0.0
2021-04-04,45536,20892,9526647,3426828,0,14.0,5.0,0.0
2021-04-05,61489,12839,9588136,3439667,0,14.1,5.1,0.0
2021-04-06,214084,121394,9802220,3561061,0,14.4,5.2,0.0
2021-04-07,256765,125797,10058985,3686858,0,14.8,5.4,0.0
2021-04-08,333452,137895,10392437,3824753,0,15.3,5.6,0.0
2021-04-09,404992,133374,10797429,3958127,0,15.9,5.8,0.0
2021-04-10,210287,90730,11007716,4048857,0,16.2,6.0,0.0
2021-04-11,55016,36481,11062732,4085338,0,16.3,6.0,0.0
2021-04-12,234065,124679,11296797,4210017,0,16.6,6.2,0.0
2021-04-13,305760,156040,11602557,4366057,0,17.1,6.4,0.0
2021-04-14,290611,152223,11893168,4518280,0,17.5,6.6,0.0
2021-04-15,332941,165004,12226109,4683284,0,18.0,6.9,0.0
2021-04-16,335334,160731,12561443,4844015,0,18.5,7.1,0.0
2021-04-17,186251,97130,12747694,4941145,0,18.7,7.3,0.0
2021-04-18,50563,37643,12798257,4978788,0,18.8,7.3,0.0
2021-04-19,202444,146602,13000701,5125390,0,19.1,7.5,0.0
2021-04-20,250719,182607,13251420,5307997,0,19.5,7.8,0.0
2021-04-21,249172,181144,13500592,5489141,0,19.9,8.1,0.0
2021-04-22,283240,203758,13783832,5692899,0,20.3,8.4,0.0
2021-04-23,290686,199917,14074518,5892816,0,20.7,8.7,0.0
2021-04-24,188087,121848,14262605,6014664,0,21.0,8.8,0.0
2021-04-25,68460,42319,14331065,6056983,0,21.1,8.9,0.0
2021-04-26,217420,170841,14548485,6227824,0,21.4,9.2,0.0
2021-04-27,280850,209934,14829335,6437758,0,21.8,9.5,0.0
2021-04-28,295834,208394,15125169,6646152,1,22.2,9.8,0.0
2021-04-29,352822,231895,15477991,6878047,1,22.8,10.1,0.0
2021-04-30,367526,224042,15845517,7102089,1,23.3,10.4,0.0
2021-05-01,164331,63315,16009848,7165404,1,23.5,10.5,0.0
2021-05-02,90418,43246,16100266,7208650,1,23.7,10.6,0.0
2021-05-03,284070,184254,16384336,7392904,1,24.1,10.9,0.0
2021-05-04,310388,249913,16694724,7642817,1,24.6,11.2,0.0
2021-05-05,321880,249807,17016604,7892624,1,25.0,11.6,0.0
2021-05-06,373838,273576,17390442,8166200,1,25.6,12.0,0.0
2021-05-07,367238,297926,17757680,8464126,1,26.1,12.4,0.0
2021-05-08,217930,86065,17975610,8550191,1,26.4,12.6,0.0
2021-05-09,127428,52655,18103038,8602846,1,26.6,12.7,0.0
2021-05-10,307122,253662,18410160,8856508,1,27.1,13.0,0.0
2021-05-11,397163,294740,18807323,9151248,1,27.7,13.5,0.0
2021-05-12,425401,268152,19232724,9419400,1,28.3,13.9,0.0
2021-05-13,329971,76969,19562695,9496369,1,28.8,14.0,0.0
2021-05-14,443989,201437,20006684,9697806,1,29.4,14.3,0.0
2021-05-15,365903,119564,20372587,9817370,1,30.0,14.4,0.0
2021-05-16,198134,33654,20570721,9851024,1,30.3,14.5,0.0
2021-05-17,367434,176990,20938155,10028014,1,30.8,14.7,0.0
2021-05-18,449136,191580,21387291,10219594,1,31.5,15.0,0.0
2021-05-19,457045,178158,21844336,10397752,1,32.1,15.3,0.0
2021-05-20,495997,202266,22340333,10600018,1,32.9,15.6,0.0
2021-05-21,477798,219637,22818131,10819655,1,33.6,15.9,0.0
2021-05-22,339325,107551,23157456,10927206,1,34.1,16.1,0.0
2021-05-23,157353,26178,23314809,10953384,1,34.3,16.1,0.0
2021-05-24,255885,52031,23570694,11005415,1,34.7,16.2,0.0
2021-05-25,389817,224656,23960511,11230071,1,35.2,16.5,0.0
2021-05-26,403459,227237,24363970,11457308,1,35.8,16.8,0.0
2021-05-27,438528,264771,24802498,11722079,1,36.5,17.2,0.0
2021-05-28,419510,316418,25222008,12038497,1,37.1,17.7,0.0
2021-05-29,291469,181799,25513477,12220296,1,37.5,18.0,0.0
2021-05-30,103119,41460,25616596,12261756,1,37.7,18.0,0.0
2021-05-31,348109,239148,25964705,12500904,1,38.2,18.4,0.0
2021-06-01,418593,299640,26383298,12800544,1,38.8,18.8,0.0
2021-06-02,408275,277262,26791573,13077806,1,39.4,19.2,0.0
2021-06-03,453080,309343,27244653,13387149,1,40.1,19.7,0.0
2021-06-04,444379,359739,27689032,13746888,2,40.7,20.2,0.0
2021-06-05,296022,220583,27985054,13967471,2,41.2,20.5,0.0
2021-06-06,127374,60218,28112428,14027689,2,41.3,20.6,0.0
2021-06-07,328481,295143,28440909,14322832,2,41.8,21.1,0.0
2021-06-08,381769,334803,28822678,14657635,2,42.4,21.6,0.0
2021-06-09,373557,314458,29196235,14972093,2,42.9,22.0,0.0
2021-06-10,391326,331911,29587561,15304004,2,43.5,22.5,0.0
2021-06-11,375657,402427,29963218,15706431,2,44.1,23.1,0.0
2021-06-12,273562,240322,30236780,15946753,2,44.5,23.5,0.0
2021-06-13,99875,83662,30336655,16030415,2,44.6,23.6,0.0
2021-06-14,231877,378892,30568532,16409307,2,45.0,24.1,0.0
2021-06-15,297693,418321,30866225,16827628,2,45.4,24.7,0.0
2021-06-16,303501,390775,31169726,17218403,2,45.8,25.3,0.0
2021-06-17,307110,409090,31476836,17627493,2,46.3,25.9,0.0
2021-06-18,311295,480431,31788131,18107924,2,46.7,26.6,0.0
2021-06-19,216699,297547,32004830,18405471,2,47.1,27.1,0.0
2021-06-20,69526,109510,32074356,18514981,2,47.2,27.2,0.0
2021-06-21,187353,421835,32261709,18936816,2,47.4,27.8,0.0
2021-06-22,214321,493296,32476030,19430112,3,47.8,28.6,0.0
2021-06-23,224629,467664,32700659,19897776,4,48.1,29.3,0.0
2021-06-24,232146,439938,32932805,20337714,4,48.4,29.9,0.0
2021-06-25,218458,553743,33151263,20891457,4,48.8,30.7,0.0
2021-06-26,146605,390147,33297868,21281604,4,49.0,31.3,0.0
2021-06-27,52729,161845,33350597,21443449,4,49.0,31.5,0.0
2021-06-28,146856,470125,33497453,21913574,4,49.3,32.2,0.0
2021-06-29,174766,530423,33672219,22443997,4,49.5,33.0,0.0
2021-06-30,195775,510896,33867994,22954893,5,49.8,33.8,0.0
2021-07-01,221052,489933,34089046,23444826,5,50.1,34.5,0.0
2021-07-02,218610,553283,34307656,23998109,7,50.5,35.3,0.0
2021-07-03,135609,388585,34443265,24386694,8,50.7,35.9,0.0
2021-07-04,53388,147478,34496653,24534172,8,50.7,36.1,0.0
2021-07-05,159989,440226,34656642,24974398,8,51.0,36.7,0.0
2021-07-06,188203,502125,34844845,25476523,16,51.2,37.5,0.0
2021-07-07,203756,468674,35048601,25945197,18,51.5,38.2,0.0
2021-07-08,222506,458875,35271107,26404072,20,51.9,38.8,0.0
2021-07-09,220098,547166,35491205,26951238,21,52.2,39.6,0.0
2021-07-10,142253,361051,35633458,27312289,21,52.4,40.2,0.0
2021-07-11,56718,117068,35690176,27429357,21,52.5,40.3,0.0
2021-07-12,161544,501523,35851720,27930880,21,52.7,41.1,0.0
2021-07-13,277663,573632,36129383,28504512,21,53.1,41.9,0.0
2021-07-14,175432,182381,36304815,28686893,21,53.4,42.2,0.0
2021-07-15,336278,558786,36641093,29245679,21,53.9,43.0,0.0
2021-07-16,369105,562016,37010198,29807695,22,54.4,43.8,0.0
2021-07-17,251106,359306,37261304,30167001,22,54.8,44.4,0.0
2021-07-18,105066,128566,37366370,30295567,22,55.0,44.6,0.0
2021-07-19,276152,467932,37642522,30763499,22,55.4,45.2,0.0
2021-07-20,364095,511149,38006617,31274648,22,55.9,46.0,0.0
2021-07-21,383047,469779,38389664,31744427,23,56.5,46.7,0.0
2021-07-22,426763,459498,38816427,32203925,24,57.1,47.4,0.0
2021-07-23,425315,497118,39241742,32701043,25,57.7,48.1,0.0
2021-07-24,274768,312764,39516510,33013807,25,58.1,48.5,0.0
2021-07-25,115019,96773,39631529,33110580,25,58.3,48.7,0.0
2021-07-26,333044,372669,39964573,33483249,26,58.8,49.2,0.0
2021-07-27,443360,387843,40407933,33871092,27,59.4,49.8,0.0
2021-07-28,440983,355209,40848916,34226301,28,60.1,50.3,0.0
2021-07-29,470474,345353,41319390,34571654,28,60.8,50.8,0.0
2021-07-30,442571,369392,41761961,34941046,29,61.4,51.4,0.0
2021-07-31,272169,223747,42034130,35164793,29,61.8,51.7,0.0
2021-08-01,104625,62878,42138755,35227671,29,62.0,51.8,0.0
2021-08-02,324906,274435,42463661,35502106,29,62.4,52.2,0.0
2021-08-03,380706,294378,42844367,35796484,30,63.0,52.6,0.0
2021-08-04,367520,256251,43211887,36052735,33,63.5,53.0,0.0
2021-08-05,350498,272327,43562385,36325062,33,64.1,53.4,0.0
2021-08-06,343894,316763,43906279,36641825,33,64.6,53.9,0.0
2021-08-07,201623,203154,44107902,36844979,34,64.9,54.2,0.0
2021-08-08,68316,70135,44176218,36915114,34,65.0,54.3,0.0
2021-08-09,244092,286955,44420310,37202069,36,65.3,54.7,0.0
2021-08-10,288942,312194,44709252,37514263,36,65.7,55.2,0.0
2021-08-11,262623,291241,44971875,37805504,36,66.1,55.6,0.0
2021-08-12,254896,309329,45226771,38114833,36,66.5,56.1,0.0
2021-08-13,235930,306460,45462701,38421293,38,66.9,56.5,0.0
2021-08-14,134224,210880,45596925,38632173,38,67.1,56.8,0.0
2021-08-15,34980,52810,45631905,38684983,38,67.1,56.9,0.0
2021-08-16,173498,332894,45805403,39017877,38,67.4,57.4,0.0
2021-08-17,201658,354843,46007061,39372720,38,67.7,57.9,0.0
2021-08-18,186303,341369,46193364,39714089,41,67.9,58.4,0.0
2021-08-19,179714,342088,46373078,40056177,41,68.2,58.9,0.0
2021-08-20,173798,381568,46546876,40437745,43,68.5,59.5,0.0
2021-08-21,96721,242952,46643597,40680697,43,68.6,59.8,0.0
2021-08-22,28746,86273,46672343,40766970,44,68.6,60.0,0.0
2021-08-23,130889,365549,46803232,41132519,44,68.8,60.5,0.0
2021-08-24,151414,387540,46954646,41520059,44,69.1,61.1,0.0
2021-08-25,141113,360899,47095759,41880958,44,69.3,61.6,0.0
2021-08-26,133489,353626,47229248,42234584,44,69.5,62.1,0.0
2021-08-27,138926,399758,47368174,42634342,45,69.7,62.7,0.0
2021-08-28,84251,253627,47452425,42887969,45,69.8,63.1,0.0
2021-08-29,24886,83318,47477311,42971287,45,69.8,63.2,0.0
2021-08-30,109645,329011,47586956,43300298,5268,70.0,63.7,0.0
2021-08-31,120273,338821,47707229,43639119,16424,70.2,64.2,0.0
2021-09-01,125001,288251,47832230,43927370,40077,70.3,64.6,0.1
2021-09-02,105104,248979,47937334,44176349,68350,70.5,65.0,0.1
2021-09-03,110149,294790,48047483,44471139,100627,70.7,65.4,0.1
2021-09-04,83987,218500,48131470,44689639,114170,70.8,65.7,0.2
2021-09-05,19193,44417,48150663,44734056,118722,70.8,65.8,0.2
2021-09-06,68721,179137,48219384,44913193,152206,70.9,66.0,0.2
2021-09-07,73518,179705,48292902,45092898,187836,71.0,66.3,0.3
2021-09-08,84146,205242,48377048,45298140,219661,71.1,66.6,0.3
2021-09-09,70571,163683,48447619,45461823,255626,71.2,66.9,0.4
2021-09-10,89144,203347,48536763,45665170,295652,71.4,67.2,0.4
2021-09-11,62540,168082,48599303,45833252,309599,71.5,67.4,0.5
2021-09-12,11552,31054,48610855,45864306,312663,71.5,67.4,0.5
2021-09-13,59153,125041,48670008,45989347,356069,71.6,67.6,0.5
2021-09-14,68146,126647,48738154,46115994,417497,71.7,67.8,0.6
2021-09-15,71152,164882,48809306,46280876,471829,71.8,68.1,0.7
2021-09-16,58875,109766,48868181,46390642,531385,71.9,68.2,0.8
2021-09-17,69692,150332,48937873,46540974,588156,72.0,68.4,0.9
2021-09-18,44679,135919,48982552,46676893,605349,72.0,68.6,0.9
2021-09-19,6898,22461,48989450,46699354,607918,72.0,68.7,0.9
2021-09-20,40191,89447,49029641,46788801,657808,72.1,68.8,1.0
2021-09-21,42380,91839,49072021,46880640,720532,72.2,68.9,1.1
2021-09-22,44872,136780,49116893,47017420,775485,72.2,69.1,1.1
2021-09-23,39835,85143,49156728,47102563,838401,72.3,69.3,1.2
2021-09-24,48486,124397,49205214,47226960,897217,72.4,69.5,1.3
2021-09-25,32350,111642,49237564,47338602,915404,72.4,69.6,1.3
2021-09-26,4879,16985,49242443,47355587,917686,72.4,69.6,1.3
2021-09-27,31038,72771,49273481,47428358,965451,72.5,69.7,1.4
2021-09-28,33690,68613,49307171,47496971,1021418,72.5,69.8,1.5
2021-09-29,41339,96818,49348510,47593789,1075827,72.6,70.0,1.6
2021-09-30,33432,65502,49381942,47659291,1134818,72.6,70.1,1.7
2021-10-01,54407,95087,49436349,47754378,1198344,72.7,70.2,1.8
2021-10-02,36381,76959,49472730,47831337,1221543,72.8,70.3,1.8
2021-10-03,4735,10067,49477465,47841404,1224031,72.8,70.4,1.8
2021-10-04,31465,54877,49508930,47896281,1278498,72.8,70.4,1.9
2021-10-05,30852,57650,49539782,47953931,1342969,72.9,70.5,2.0
2021-10-06,39796,75133,49579578,48029064,1410635,72.9,70.6,2.1
2021-10-07,28098,55423,49607676,48084487,1478749,73.0,70.7,2.2
2021-10-08,45617,84198,49653293,48168685,1562970,73.0,70.8,2.3
2021-10-09,31442,59644,49684735,48228329,1596674,73.1,70.9,2.3
2021-10-10,4001,7049,49688736,48235378,1600092,73.1,70.9,2.4
2021-10-11,27878,46719,49716614,48282097,1663806,73.1,71.0,2.4
2021-10-12,28864,47607,49745478,48329704,1739205,73.2,71.1,2.6
2021-10-13,37221,58741,49782699,48388445,1818025,73.2,71.2,2.7
2021-10-14,27951,46283,49810650,48434728,1891288,73.3,71.2,2.8
2021-10-15,41814,65716,49852464,48500444,1993761,73.3,71.3,2.9
2021-10-16,29276,43427,49881740,48543871,2033144,73.4,71.4,3.0
2021-10-17,3193,4954,49884933,48548825,2036747,73.4,71.4,3.0
2021-10-18,26648,39104,49911581,48587929,2107627,73.4,71.5,3.1
2021-10-19,25043,39750,49936624,48627679,2188715,73.4,71.5,3.2
2021-10-20,32572,47887,49969196,48675566,2289687,73.5,71.6,3.4
2021-10-21,23738,38614,49992934,48714180,2378257,73.5,71.6,3.5
2021-10-22,35654,55343,50028588,48769523,2490249,73.6,71.7,3.7
2021-10-23,24992,39248,50053580,48808771,2538556,73.6,71.8,3.7
2021-10-24,2568,4363,50056148,48813134,2542388,73.6,71.8,3.7
2021-10-25,23996,32464,50080144,48845598,2628521,73.6,71.8,3.9
2021-10-26,21835,29519,50101979,48875117,2720282,73.7,71.9,4.0
2021-10-27,27813,40840,50129792,48915957,2834270,73.7,71.9,4.2
2021-10-28,21662,28384,50151454,48944341,2928208,73.8,72.0,4.3
2021-10-29,29245,42961,50180699,48987302,3052811,73.8,72.0,4.5
2021-10-30,18789,30356,50199488,49017658,3105885,73.8,72.1,4.6
2021-10-31,2118,3371,50201606,49021029,3109666,73.8,72.1,4.6
2021-11-01,6003,4123,50207609,49025152,3113054,73.8,72.1,4.6
2021-11-02,23691,33180,50231300,49058332,3212125,73.9,72.1,4.7
2021-11-03,27448,40207,50258748,49098539,3337264,73.9,72.2,4.9
2021-11-04,21588,28702,50280336,49127241,3450992,73.9,72.2,5.1
2021-11-05,29871,41475,50310207,49168716,3601519,74.0,72.3,5.3
2021-11-06,20052,30221,50330259,49198937,3669427,74.0,72.4,5.4
2021-11-07,2116,3491,50332375,49202428,3674908,74.0,72.4,5.4
2021-11-08,18660,28423,50351035,49230851,3808491,74.0,72.4,5.6
2021-11-09,20589,29912,50371624,49260763,3979869,74.1,72.4,5.9
2021-11-10,29256,40677,50400880,49301440,4177620,74.1,72.5,6.1
2021-11-11,3778,4735,50404658,49306175,4191296,74.1,72.5,6.2
2021-11-12,27209,38640,50431867,49344815,4387631,74.2,72.6,6.5
2021-11-13,18895,26088,50450762,49370903,4473433,74.2,72.6,6.6
2021-11-14,2091,2832,50452853,49373735,4481130,74.2,72.6,6.6
2021-11-15,18719,25218,50471572,49398953,4651676,74.2,72.6,6.8
2021-11-16,21717,25126,50493289,49424079,4865511,74.3,72.7,7.2
2021-11-17,28333,33552,50521622,49457631,5077252,74.3,72.7,7.5
2021-11-18,21515,26635,50543137,49484266,5281666,74.3,72.8,7.8
2021-11-19,31589,37010,50574726,49521276,5542464,74.4,72.8,8.2
2021-11-20,23810,26847,50598536,49548123,5651523,74.4,72.9,8.3
2021-11-21,2360,2790,50600896,49550913,5661900,74.4,72.9,8.3
2021-11-22,21049,16611,50621945,49567524,5855550,74.4,72.9,8.6
2021-11-23,23918,21636,50645863,49589160,6101821,74.5,72.9,9.0
2021-11-24,29846,31407,50675709,49620567,6343395,74.5,73.0,9.3
2021-11-25,23625,22448,50699334,49643015,6619598,74.6,73.0,9.7
2021-11-26,31205,34177,50730539,49677192,7031817,74.6,73.1,10.3
2021-11-27,22038,26061,50752577,49703253,7266870,74.6,73.1,10.7
2021-11-28,3101,3354,50755678,49706607,7329489,74.6,73.1,10.8
2021-11-29,17966,20437,50773644,49727044,7698519,74.7,73.1,11.3
2021-11-30,22854,23691,50796498,49750735,8196112,74.7,73.2,12.1
2021-12-01,24448,27731,50820946,49778466,8703131,74.7,73.2,12.8
2021-12-02,20046,17874,50840992,49796340,9273662,74.8,73.2,13.6
2021-12-03,23372,30368,50864364,49826708,9920084,74.8,73.3,14.6
2021-12-04,16883,22857,50881247,49849565,10286822,74.8,73.3,15.1
2021-12-05,3627,3896,50884874,49853461,10392637,74.8,73.3,15.3
2021-12-06,23377,21716,50908251,49875177,10928172,74.9,73.3,16.1
2021-12-07,21438,24428,50929689,49899605,11629191,74.9,73.4,17.1
2021-12-08,23432,30830,50953121,49930435,12271451,74.9,73.4,18.0
2021-12-09,22033,24976,50975154,49955411,12992510,75.0,73.5,19.1
2021-12-10,25678,33676,51000832,49989087,13792582,75.0,73.5,20.3
2021-12-11,18630,26388,51019462,50015475,14268850,75.0,73.6,21.0
2021-12-12,4975,5090,51024437,50020565,14425997,75.0,73.6,21.2
2021-12-13,19132,25213,51043569,50045778,15069407,75.1,73.6,22.2
2021-12-14,25178,29899,51068747,50075677,15910210,75.1,73.6,23.4
2021-12-15,25739,34309,51094486,50109986,16672524,75.1,73.7,24.5
2021-12-16,25282,29982,51119768,50139968,17510165,75.2,73.7,25.8
2021-12-17,28761,38253,51148529,50178221,18395103,75.2,73.8,27.1
2021-12-18,23259,26772,51171788,50204993,18912746,75.3,73.8,27.8
2021-12-19,7934,6345,51179722,50211338,19101418,75.3,73.8,28.1
2021-12-20,29018,28692,51208740,50240030,19752835,75.3,73.9,29.0
2021-12-21,36528,33439,51245268,50273469,20504690,75.4,73.9,30.2
2021-12-22,36649,31917,51281917,50305386,21139438,75.4,74.0,31.1
2021-12-23,30827,24922,51312744,50330308,21626613,75.5,74.0,31.8
2021-12-24,9472,9398,51322216,50339706,21750306,75.5,74.0,32.0
2021-12-25,633,1454,51322849,50341160,21758981,75.5,74.0,32.0
2021-12-26,4067,3571,51326916,50344731,21817805,75.5,74.0,32.1
2021-12-27,27803,28193,51354719,50372924,22319844,75.5,74.1,32.8
2021-12-28,35416,29981,51390135,50402905,22944022,75.6,74.1,33.7
2021-12-29,35091,26508,51425226,50429413,23496566,75.6,74.2,34.6
2021-12-30,32956,24695,51458182,50454108,23960299,75.7,74.2,35.2
2021-12-31,10927,9245,51469109,50463353,24089042,75.7,74.2,35.4
