jour,hospitalises,reanimation,deces,hosp_mm7,rea_mm7
2021-09-09,10323,2195,88621,10611.0,2232.0
2021-09-10,10115,2151,88701,10511.0,2217.0
2021-09-11,10018,2131,88747,10420.0,2204.0
2021-09-12,10012,2129,88776,10330.0,2191.0
2021-09-13,9986,2103,88862,10220.0,2170.0
2021-09-14,9739,2000,88956,10090.0,2133.0
2021-09-15,9555,1959,89033,9964.0,2095.0
2021-09-16,9297,1952,89098,9817.0,2061.0
2021-09-17,9070,1891,89164,9668.0,2024.0
2021-09-18,8912,1837,89206,9510.0,1982.0
2021-09-19,8887,1832,89234,9349.0,1939.0
2021-09-20,8845,1805,89255,9186.0,1897.0
2021-09-21,8594,1744,89407,9023.0,1860.0
2021-09-22,8414,1656,89465,8860.0,1817.0
2021-09-23,8237,1609,89527,8708.0,1768.0
2021-09-24,8107,1586,89576,8571.0,1724.0
2021-09-25,7980,1571,89605,8438.0,1686.0
2021-09-26,7994,1577,89619,8310.0,1650.0
2021-09-27,7980,1571,89693,8187.0,1616.0
2021-09-28,7801,1524,89751,8073.0,1585.0
2021-09-29,7726,1466,89793,7975.0,1558.0
2021-09-30,7565,1414,89849,7879.0,1530.0
2021-10-01,7410,1355,89895,7779.0,1497.0
2021-10-02,7294,1325,89925,7681.0,1462.0
2021-10-03,7308,1326,89934,7583.0,1426.0
2021-10-04,7299,1328,89984,7486.0,1391.0
2021-10-05,7096,1279,90045,7385.0,1356.0
2021-10-06,7038,1242,90079,7287.0,1324.0
2021-10-07,6903,1200,90113,7193.0,1294.0
2021-10-08,6805,1164,90151,7106.0,1266.0
2021-10-09,6706,1127,90166,7022.0,1238.0
2021-10-10,6737,1132,90174,6941.0,1210.0
2021-10-11,6729,1145,90204,6859.0,1184.0
2021-10-12,6629,1111,90257,6792.0,1160.0
2021-10-13,6601,1091,90280,6730.0,1139.0
2021-10-14,6523,1075,90318,6676.0,1121.0
2021-10-15,6470,1051,90352,6628.0,1105.0
2021-10-16,6437,1049,90367,6589.0,1093.0
2021-10-17,6448,1052,90372,6548.0,1082.0
2021-10-18,6468,1049,90413,6511.0,1068.0
2021-10-19,6483,1046,90452,6490.0,1059.0
2021-10-20,6465,1026,90473,6471.0,1050.0
2021-10-21,6453,1009,90508,6461.0,1040.0
2021-10-22,6400,1010,90537,6451.0,1034.0
2021-10-23,6348,1007,90560,6438.0,1028.0
2021-10-24,6377,1018,90564,6428.0,1024.0
2021-10-25,6405,1023,90605,6419.0,1020.0
2021-10-26,6445,1049,90643,6413.0,1020.0
2021-10-27,6489,1038,90677,6417.0,1022.0
2021-10-28,6541,1037,90710,6429.0,1026.0
2021-10-29,6534,1034,90737,6448.0,1029.0
2021-10-30,6524,1039,90759,6474.0,1034.0
2021-10-31,6572,1046,90771,6501.0,1038.0
2021-11-01,6639,1069,90777,6535.0,1045.0
2021-11-02,6680,1091,90851,6568.0,1051.0
2021-11-03,6764,1096,90890,6608.0,1059.0
2021-11-04,6718,1099,90937,6633.0,1068.0
2021-11-05,6735,1089,90963,6662.0,1076.0
2021-11-06,6667,1099,90988,6682.0,1084.0
2021-11-07,6709,1101,90998,6702.0,1092.0
2021-11-08,6865,1141,91053,6734.0,1102.0
2021-11-09,6851,1140,91097,6758.0,1109.0
2021-11-10,6906,1154,91130,6779.0,1118.0
2021-11-11,6952,1145,91147,6812.0,1124.0
2021-11-12,7046,1182,91195,6857.0,1137.0
2021-11-13,7050,1202,91211,6911.0,1152.0
2021-11-14,7111,1210,91228,6969.0,1168.0
2021-11-15,7361,1257,91298,7040.0,1184.0
2021-11-16,7535,1277,91345,7137.0,1204.0
2021-11-17,7663,1300,91395,7245.0,1225.0
2021-11-18,7787,1333,91447,7365.0,1252.0
2021-11-19,7940,1353,91497,7492.0,1276.0
2021-11-20,7974,1333,91520,7624.0,1295.0
2021-11-21,8038,1339,91535,7757.0,1313.0
2021-11-22,8338,1406,91629,7896.0,1334.0
2021-11-23,8525,1455,91713,8038.0,1360.0
2021-11-24,8765,1483,91793,8195.0,1386.0
2021-11-25,8981,1499,91865,8366.0,1410.0
2021-11-26,9181,1563,91925,8543.0,1440.0
2021-11-27,9271,1617,91959,8728.0,1480.0
2021-11-28,9381,1632,91982,8920.0,1522.0
2021-11-29,9860,1749,92085,9138.0,1571.0
2021-11-30,10249,1824,92199,9384.0,1624.0
2021-12-01,10558,1886,92292,9640.0,1681.0
2021-12-02,10790,1934,92395,9899.0,1744.0
2021-12-03,11103,2058,92508,10173.0,1814.0
2021-12-04,11340,2037,92557,10469.0,1874.0
2021-12-05,11526,2066,92586,10775.0,1936.0
2021-12-06,12096,2191,92778,11095.0,1999.0
2021-12-07,12714,2351,92942,11447.0,2075.0
2021-12-08,13044,2426,93071,11802.0,2152.0
2021-12-09,13363,2461,93198,12169.0,2227.0
2021-12-10,13629,2498,93339,12530.0,2290.0
2021-12-11,13855,2539,93404,12890.0,2362.0
2021-12-12,14050,2602,93452,13250.0,2438.0
2021-12-13,14527,2752,93683,13597.0,2518.0
2021-12-14,14819,2792,93841,13898.0,2581.0
2021-12-15,15062,2843,93992,14186.0,2641.0
2021-12-16,15142,2832,94157,14441.0,2694.0
2021-12-17,15410,2901,94319,14695.0,2752.0
2021-12-18,15370,2933,94404,14911.0,2808.0
2021-12-19,15528,2936,94479,15123.0,2856.0
2021-12-20,15918,3025,94703,15321.0,2895.0
2021-12-21,16076,3096,94913,15501.0,2938.0
2021-12-22,16118,3147,95083,15652.0,2981.0
2021-12-23,16060,3208,95262,15783.0,3035.0
2021-12-24,16173,3254,95429,15892.0,3086.0
2021-12-25,16162,3282,95513,16005.0,3135.0
2021-12-26,16365,3299,95609,16125.0,3187.0
2021-12-27,16921,3333,95865,16268.0,3231.0
2021-12-28,17405,3416,96107,16458.0,3277.0
2021-12-29,17856,3469,96291,16706.0,3323.0
2021-12-30,18321,3506,96471,17029.0,3366.0
2021-12-31,18715,3543,96660,17392.0,3407.0
2022-01-01,18811,3560,96770,17771.0,3447.0
2022-01-02,19043,3572,96861,18153.0,3486.0
2022-01-03,19606,3654,97131,18537.0,3531.0
2022-01-04,20186,3665,97424,18934.0,3567.0
2022-01-05,20688,3695,97670,19339.0,3599.0
2022-01-06,21169,3759,97874,19745.0,3635.0
2022-01-07,21605,3815,98067,20158.0,3674.0
2022-01-08,21721,3821,98209,20574.0,3712.0
2022-01-09,21982,3847,98299,20994.0,3751.0
2022-01-10,22749,3904,98579,21443.0,3787.0
2022-01-11,23371,3969,98847,21898.0,3830.0
2022-01-12,23889,3985,99093,22355.0,3871.0
2022-01-13,24154,3939,99318,22782.0,3897.0
2022-01-14,24511,3895,99509,23197.0,3909.0
2022-01-15,24544,3852,99657,23600.0,3913.0
2022-01-16,24887,3852,99755,24015.0,3914.0
2022-01-17,25776,3913,100051,24447.0,3915.0
2022-01-18,26526,3881,100339,24898.0,3902.0
2022-01-19,27230,3852,100570,25375.0,3883.0
2022-01-20,27931,3842,100815,25915.0,3870.0
2022-01-21,28457,3792,101048,26479.0,3855.0
2022-01-22,28515,3746,101215,27046.0,3840.0
2022-01-23,28838,3760,101330,27610.0,3827.0
2022-01-24,29748,3776,101723,28178.0,3807.0
2022-01-25,30189,3741,102086,28701.0,3787.0
2022-01-26,30624,3712,102344,29186.0,3767.0
2022-01-27,30982,3694,102612,29622.0,3746.0
2022-01-28,31271,3656,102875,30024.0,3726.0
2022-01-29,31282,3634,103053,30419.0,3710.0
2022-01-30,31536,3641,103180,30805.0,3693.0
2022-01-31,32374,3700,103528,31180.0,3683.0
2022-02-01,32894,3751,103909,31566.0,3684.0
2022-02-02,32720,3700,104185,31866.0,3682.0
2022-02-03,32852,3643,104449,32133.0,3675.0
2022-02-04,32988,3618,104804,32378.0,3670.0
2022-02-05,32867,3606,104974,32604.0,3666.0
2022-02-06,33027,3577,105103,32817.0,3656.0
2022-02-07,33447,3622,105520,32971.0,3645.0
2022-02-08,33352,3555,105882,33036.0,3617.0
2022-02-09,32878,3503,106137,33059.0,3589.0
2022-02-10,32415,3416,106447,32996.0,3557.0
2022-02-11,31939,3371,106716,32846.0,3521.0
2022-02-12,31522,3324,106877,32654.0,3481.0
2022-02-13,31621,3305,106984,32453.0,3442.0
2022-02-14,31532,3296,107369,32180.0,3396.0
2022-02-15,31091,3235,107670,31857.0,3350.0
2022-02-16,30578,3126,107913,31528.0,3296.0
2022-02-17,29843,3055,108171,31161.0,3245.0
2022-02-18,29194,2970,108444,30769.0,3187.0
2022-02-19,28632,2918,108592,30356.0,3129.0
2022-02-20,28643,2923,108671,29930.0,3075.0
2022-02-21,28383,2905,108954,29481.0,3019.0
2022-02-22,27566,2842,109240,28977.0,2963.0
2022-02-23,26881,2753,109452,28449.0,2909.0
2022-02-24,26118,2656,109649,27917.0,2852.0
2022-02-25,25484,2546,109837,27387.0,2792.0
2022-02-26,25264,2484,109928,26906.0,2730.0
2022-02-27,25277,2491,109980,26425.0,2668.0
2022-02-28,25079,2456,110212,25953.0,2604.0
2022-03-01,24437,2408,110412,25506.0,2542.0
2022-03-02,23840,2329,110577,25071.0,2481.0
2022-03-03,23175,2231,110744,24651.0,2421.0
2022-03-04,22643,2153,110898,24245.0,2365.0
2022-03-05,22196,2075,111006,23807.0,2306.0
2022-03-06,22253,2079,111038,23375.0,2247.0
2022-03-07,22208,2089,111211,22965.0,2195.0
2022-03-08,21899,2036,111376,22602.0,2142.0
2022-03-09,21509,1962,111511,22269.0,2089.0
2022-03-10,21287,1928,111611,21999.0,2046.0
2022-03-11,21024,1875,111744,21768.0,2006.0
2022-03-12,20860,1857,111795,21577.0,1975.0
2022-03-13,20917,1855,111824,21386.0,1943.0
2022-03-14,20925,1826,111984,21203.0,1906.0
2022-03-15,20919,1783,112128,21063.0,1869.0
2022-03-16,20757,1728,112273,20956.0,1836.0
2022-03-17,20609,1695,112379,20859.0,1803.0
2022-03-18,20519,1674,112480,20787.0,1774.0
2022-03-19,20440,1644,112534,20727.0,1744.0
2022-03-20,20566,1642,112561,20676.0,1713.0
2022-03-21,20706,1632,112713,20645.0,1685.0
2022-03-22,20742,1604,112843,20620.0,1660.0
2022-03-23,20653,1564,112934,20605.0,1636.0
2022-03-24,20654,1523,113046,20611.0,1612.0
2022-03-25,20616,1489,113158,20625.0,1585.0
2022-03-26,20532,1481,113217,20638.0,1562.0
2022-03-27,20606,1486,113242,20644.0,1540.0
2022-03-28,21073,1533,113391,20697.0,1526.0
2022-03-29,21300,1538,113527,20776.0,1516.0
2022-03-30,21688,1546,113659,20924.0,1514.0
2022-03-31,21922,1551,113779,21105.0,1518.0
2022-04-01,22066,1537,113904,21312.0,1525.0
2022-04-02,22113,1523,113961,21538.0,1531.0
2022-04-03,22251,1539,113985,21773.0,1538.0
2022-04-04,22835,1541,114131,22025.0,1539.0
2022-04-05,23010,1552,114258,22269.0,1541.0
2022-04-06,23014,1561,114374,22459.0,1543.0
2022-04-07,23272,1572,114469,22652.0,1546.0
2022-04-08,23404,1554,114593,22843.0,1549.0
2022-04-09,23474,1543,114667,23037.0,1552.0
2022-04-10,23626,1562,114695,23234.0,1555.0
2022-04-11,24205,1589,114871,23429.0,1562.0
2022-04-12,24693,1644,115027,23670.0,1575.0
2022-04-13,24778,1650,115161,23922.0,1588.0
2022-04-14,24828,1648,115284,24144.0,1599.0
2022-04-15,24909,1652,115427,24359.0,1613.0
2022-04-16,24894,1630,115472,24562.0,1625.0
2022-04-17,24922,1636,115501,24747.0,1636.0
2022-04-18,24990,1635,115545,24859.0,1642.0
2022-04-19,25277,1681,115726,24943.0,1647.0
2022-04-20,25179,1677,115947,25000.0,1651.0
2022-04-21,25018,1684,116114,25027.0,1656.0
2022-04-22,24883,1645,116253,25023.0,1655.0
2022-04-23,24840,1636,116312,25016.0,1656.0
2022-04-24,24888,1640,116345,25011.0,1657.0
2022-04-25,24980,1659,116541,25009.0,1660.0
2022-04-26,24703,1667,116708,24927.0,1658.0
2022-04-27,24431,1658,116854,24820.0,1656.0
2022-04-28,24130,1629,116970,24694.0,1648.0
2022-04-29,23579,1591,117119,24507.0,1640.0
2022-04-30,23302,1562,117171,24288.0,1629.0
2022-05-01,23327,1557,117193,24065.0,1618.0
2022-05-02,23211,1511,117371,23812.0,1596.0
2022-05-03,22849,1498,117491,23547.0,1572.0
2022-05-04,22319,1465,117593,23245.0,1545.0
2022-05-05,21880,1447,117708,22924.0,1519.0
2022-05-06,21277,1408,117810,22595.0,1493.0
2022-05-07,20963,1397,117869,22261.0,1469.0
2022-05-08,20939,1403,117912,21920.0,1447.0
2022-05-09,20835,1380,118044,21580.0,1428.0
2022-05-10,20499,1364,118166,21245.0,1409.0
2022-05-11,20152,1329,118253,20935.0,1390.0
2022-05-12,19762,1292,118337,20632.0,1368.0
2022-05-13,19272,1233,118431,20346.0,1343.0
2022-05-14,18901,1213,118494,20051.0,1316.0
2022-05-15,18935,1214,118508,19765.0,1289.0
2022-05-16,18742,1199,118633,19466.0,1263.0
2022-05-17,18290,1173,118723,19151.0,1236.0
2022-05-18,17883,1149,118801,18826.0,1210.0
2022-05-19,17531,1115,118864,18508.0,1185.0
2022-05-20,17141,1095,118926,18203.0,1165.0
2022-05-21,16935,1085,118968,17922.0,1147.0
2022-05-22,16941,1081,118976,17638.0,1128.0
2022-05-23,16785,1074,119058,17358.0,1110.0
2022-05-24,16510,1072,119146,17104.0,1096.0
2022-05-25,16133,1043,119193,16854.0,1081.0
2022-05-26,16015,1033,119220,16637.0,1069.0
2022-05-27,15811,1024,119264,16447.0,1059.0
2022-05-28,15652,1022,119287,16264.0,1050.0
2022-05-29,15646,1014,119300,16079.0,1040.0
2022-05-30,15488,992,119385,15894.0,1029.0
2022-05-31,15118,952,119461,15695.0,1011.0
2022-06-01,14850,929,119517,15511.0,995.0
2022-06-02,14640,926,119558,15315.0,980.0
2022-06-03,14419,917,119593,15116.0,965.0
2022-06-04,14274,917,119624,14919.0,950.0
2022-06-05,14285,914,119631,14725.0,935.0
2022-06-06,14302,907,119640,14555.0,923.0
2022-06-07,14275,895,119714,14435.0,915.0
2022-06-08,14189,895,119791,14341.0,910.0
2022-06-09,14158,876,119830,14272.0,903.0
2022-06-10,14028,869,119868,14216.0,896.0
2022-06-11,14061,875,119886,14185.0,890.0
2022-06-12,14080,871,119891,14156.0,884.0
2022-06-13,14125,865,119958,14131.0,878.0
2022-06-14,14072,854,120015,14102.0,872.0
2022-06-15,13910,847,120062,14062.0,865.0
2022-06-16,13914,846,120110,14027.0,861.0
2022-06-17,13895,845,120153,14008.0,858.0
2022-06-18,13876,829,120170,13982.0,851.0
2022-06-19,13932,830,120172,13961.0,845.0
2022-06-20,14190,849,120217,13970.0,843.0
2022-06-21,14334,841,120273,14007.0,841.0
2022-06-22,14412,845,120337,14079.0,841.0
2022-06-23,14499,841,120377,14163.0,840.0
2022-06-24,14550,830,120426,14256.0,838.0
2022-06-25,14566,818,120448,14355.0,836.0
2022-06-26,14636,822,120457,14455.0,835.0
2022-06-27,15099,880,120504,14585.0,840.0
2022-06-28,15496,898,120541,14751.0,848.0
2022-06-29,15690,914,120588,14934.0,858.0
2022-06-30,15836,931,120630,15125.0,870.0
2022-07-01,16108,960,120681,15347.0,889.0
2022-07-02,16220,951,120711,15584.0,908.0
2022-07-03,16278,953,120724,15818.0,927.0
2022-07-04,16638,978,120821,16038.0,941.0
2022-07-05,17041,1004,120896,16259.0,956.0
2022-07-06,17496,1027,120942,16517.0,972.0
2022-07-07,17719,1035,121028,16786.0,987.0
2022-07-08,17944,1027,121102,17048.0,996.0
2022-07-09,17936,1040,121136,17293.0,1009.0
2022-07-10,17999,1045,121151,17539.0,1022.0
2022-07-11,18605,1107,121259,17820.0,1041.0
2022-07-12,19160,1158,121382,18123.0,1063.0
2022-07-13,19580,1184,121486,18420.0,1085.0
2022-07-14,19647,1178,121535,18696.0,1106.0
2022-07-15,19935,1204,121638,18980.0,1131.0
2022-07-16,20023,1217,121697,19278.0,1156.0
2022-07-17,20137,1225,121714,19584.0,1182.0
2022-07-18,20530,1271,121888,19859.0,1205.0
2022-07-19,20896,1323,122032,20107.0,1229.0
2022-07-20,21010,1299,122140,20311.0,1245.0
2022-07-21,20877,1305,122268,20487.0,1263.0
2022-07-22,20769,1304,122372,20606.0,1278.0
2022-07-23,20730,1279,122419,20707.0,1287.0
2022-07-24,20782,1272,122438,20799.0,1293.0
2022-07-25,21038,1285,122568,20872.0,1295.0
2022-07-26,20924,1317,122687,20876.0,1294.0
2022-07-27,20662,1253,122782,20826.0,1288.0
2022-07-28,20486,1208,122886,20770.0,1274.0
2022-07-29,20214,1195,122968,20691.0,1258.0
2022-07-30,20068,1194,123020,20596.0,1246.0
2022-07-31,20098,1195,123036,20499.0,1235.0
2022-08-01,20063,1205,123157,20359.0,1224.0
2022-08-02,19792,1180,123258,20198.0,1204.0
2022-08-03,19389,1151,123341,20016.0,1190.0
2022-08-04,19154,1151,123426,19825.0,1182.0
2022-08-05,18803,1142,123503,19624.0,1174.0
2022-08-06,18669,1146,123538,19424.0,1167.0
2022-08-07,18693,1147,123548,19223.0,1160.0
2022-08-08,18648,1121,123657,19021.0,1148.0
2022-08-09,18171,1092,123768,18790.0,1136.0
2022-08-10,17729,1057,123848,18552.0,1122.0
2022-08-11,17524,1047,123928,18320.0,1107.0
2022-08-12,17268,1037,123997,18100.0,1092.0
2022-08-13,17083,1009,124033,17874.0,1073.0
2022-08-14,17106,1012,124051,17647.0,1054.0
2022-08-15,17138,1015,124058,17431.0,1038.0
2022-08-16,17011,1009,124171,17266.0,1027.0
2022-08-17,16838,1001,124263,17138.0,1019.0
2022-08-18,16427,981,124352,16982.0,1009.0
2022-08-19,16122,961,124424,16818.0,998.0
2022-08-20,15949,952,124461,16656.0,990.0
2022-08-21,15965,944,124464,16493.0,980.0
2022-08-22,15950,919,124527,16323.0,967.0
2022-08-23,15680,871,124615,16133.0,947.0
2022-08-24,15551,853,124667,15949.0,926.0
2022-08-25,15412,855,124710,15804.0,908.0
2022-08-26,15234,845,124760,15677.0,891.0
2022-08-27,15108,836,124779,15557.0,875.0
2022-08-28,15137,841,124786,15439.0,860.0
2022-08-29,14929,848,124864,15293.0,850.0
2022-08-30,14694,854,124936,15152.0,847.0
2022-08-31,14485,838,124986,15000.0,845.0
2022-09-01,14391,814,125024,14854.0,839.0
2022-09-02,14157,799,125079,14700.0,833.0
2022-09-03,14010,792,125091,14543.0,827.0
2022-09-04,14015,793,125094,14383.0,820.0
2022-09-05,13953,785,125161,14244.0,811.0
2022-09-06,13799,781,125221,14116.0,800.0
2022-09-07,13663,792,125262,13998.0,794.0
2022-09-08,13425,770,125318,13860.0,787.0
2022-09-09,13286,742,125349,13736.0,779.0
2022-09-10,13234,745,125363,13625.0,773.0
2022-09-11,13233,741,125367,13513.0,765.0
2022-09-12,13183,725,125407,13403.0,757.0
2022-09-13,13065,727,125456,13298.0,749.0
2022-09-14,12971,730,125488,13200.0,740.0
2022-09-15,12996,737,125520,13138.0,735.0
2022-09-16,12937,728,125546,13088.0,733.0
2022-09-17,12941,728,125555,13047.0,731.0
2022-09-18,12940,725,125556,13005.0,729.0
2022-09-19,12952,703,125614,12972.0,725.0
2022-09-20,12896,704,125662,12948.0,722.0
2022-09-21,12857,699,125694,12931.0,718.0
2022-09-22,12908,707,125723,12919.0,713.0
2022-09-23,12961,700,125756,12922.0,709.0
2022-09-24,12939,713,125769,12922.0,707.0
2022-09-25,12977,710,125772,12927.0,705.0
2022-09-26,13354,733,125823,12985.0,709.0
2022-09-27,13768,761,125863,13109.0,718.0
2022-09-28,14014,784,125900,13274.0,730.0
2022-09-29,14259,789,125932,13467.0,741.0
2022-09-30,14554,810,125961,13695.0,757.0
2022-10-01,14651,823,125978,13940.0,773.0
2022-10-02,14705,823,125982,14186.0,789.0
2022-10-03,15166,843,126044,14445.0,805.0
2022-10-04,15535,848,126118,14698.0,817.0
2022-10-05,15954,861,126159,14975.0,828.0
2022-10-06,16428,907,126204,15285.0,845.0
2022-10-07,16788,882,126256,15604.0,855.0
2022-10-08,16865,887,126281,15920.0,864.0
2022-10-09,16929,889,126287,16238.0,874.0
2022-10-10,17406,927,126366,16558.0,886.0
2022-10-11,17907,944,126438,16897.0,900.0
2022-10-12,18187,941,126493,17216.0,911.0
2022-10-13,18590,959,126552,17525.0,918.0
2022-10-14,18792,972,126628,17811.0,931.0
2022-10-15,18950,979,126657,18109.0,944.0
2022-10-16,19032,988,126670,18409.0,959.0
2022-10-17,19493,1065,126782,18707.0,978.0
2022-10-18,19948,1069,126881,18999.0,996.0
2022-10-19,20072,1046,126979,19268.0,1011.0
2022-10-20,20110,1039,127041,19485.0,1023.0
2022-10-21,20165,1039,127122,19681.0,1032.0
2022-10-22,20082,1042,127154,19843.0,1041.0
2022-10-23,20158,1037,127171,20004.0,1048.0
2022-10-24,20194,1059,127293,20104.0,1047.0
2022-10-25,19965,1041,127424,20107.0,1043.0
2022-10-26,20014,1052,127483,20098.0,1044.0
2022-10-27,19959,1057,127549,20077.0,1047.0
2022-10-28,19682,1040,127608,20008.0,1047.0
2022-10-29,19465,1027,127647,19920.0,1045.0
2022-10-30,19497,1024,127656,19825.0,1043.0
2022-10-31,19462,1044,127767,19721.0,1041.0
2022-11-01,19383,1070,127818,19637.0,1045.0
2022-11-02,19263,1065,127908,19530.0,1047.0
2022-11-03,18972,1055,127963,19389.0,1046.0
2022-11-04,18794,1029,128037,19262.0,1045.0
2022-11-05,18596,1019,128069,19138.0,1044.0
2022-11-06,18592,1022,128074,19009.0,1043.0
2022-11-07,18500,1015,128183,18871.0,1039.0
2022-11-08,18217,977,128300,18705.0,1026.0
2022-11-09,18110,970,128369,18540.0,1012.0
2022-11-10,18018,962,128420,18404.0,999.0
2022-11-11,17947,948,128447,18283.0,988.0
2022-11-12,17970,951,128457,18193.0,978.0
2022-11-13,18015,957,128458,18111.0,969.0
2022-11-14,18098,972,128558,18054.0,962.0
2022-11-15,18038,970,128667,18028.0,961.0
2022-11-16,18115,983,128737,18029.0,963.0
2022-11-17,17965,962,128812,18021.0,963.0
2022-11-18,17936,962,128881,18020.0,965.0
2022-11-19,17848,960,128907,18002.0,967.0
2022-11-20,17927,969,128909,17990.0,968.0
2022-11-21,18135,978,129003,17995.0,969.0
2022-11-22,18186,971,129092,18016.0,969.0
2022-11-23,18351,989,129167,18050.0,970.0
2022-11-24,18331,986,129223,18102.0,974.0
2022-11-25,18384,1010,129285,18166.0,980.0
2022-11-26,18352,1010,129314,18238.0,988.0
2022-11-27,18385,1007,129322,18303.0,993.0
2022-11-28,18782,1065,129417,18396.0,1005.0
2022-11-29,19061,1076,129505,18521.0,1020.0
2022-11-30,19497,1112,129596,18685.0,1038.0
2022-12-01,19669,1089,129672,18876.0,1053.0
2022-12-02,19865,1113,129739,19087.0,1067.0
2022-12-03,19771,1093,129777,19290.0,1079.0
2022-12-04,19863,1091,129787,19501.0,1091.0
2022-12-05,20393,1114,129891,19731.0,1098.0
2022-12-06,20614,1120,130008,19953.0,1105.0
2022-12-07,21098,1145,130101,20182.0,1109.0
2022-12-08,21619,1201,130158,20460.0,1125.0
2022-12-09,21874,1182,130242,20747.0,1135.0
2022-12-10,22061,1187,130296,21075.0,1149.0
2022-12-11,22133,1191,130316,21399.0,1163.0
2022-12-12,22703,1235,130482,21729.0,1180.0
2022-12-13,23217,1287,130617,22101.0,1204.0
2022-12-14,23742,1341,130721,22478.0,1232.0
2022-12-15,24125,1374,130819,22836.0,1257.0
2022-12-16,24173,1393,130944,23165.0,1287.0
2022-12-17,24256,1384,130987,23478.0,1315.0
2022-12-18,24357,1383,131011,23796.0,1342.0
2022-12-19,24631,1419,131188,24072.0,1369.0
2022-12-20,25002,1438,131317,24327.0,1390.0
2022-12-21,25225,1443,131441,24538.0,1405.0
2022-12-22,25395,1452,131554,24720.0,1416.0
2022-12-23,25218,1454,131706,24869.0,1425.0
2022-12-24,25119,1445,131755,24992.0,1433.0
2022-12-25,25088,1445,131773,25097.0,1442.0
2022-12-26,25043,1454,131906,25156.0,1447.0
2022-12-27,25084,1447,132112,25167.0,1449.0
2022-12-28,24993,1483,132246,25134.0,1454.0
2022-12-29,24653,1484,132373,25028.0,1459.0
2022-12-30,24389,1477,132475,24910.0,1462.0
2022-12-31,24148,1478,132517,24771.0,1467.0
2023-01-01,24157,1477,132536,24638.0,1471.0
2023-01-02,24075,1465,132708,24500.0,1473.0
2023-01-03,23516,1416,132870,24276.0,1469.0
2023-01-04,23167,1389,132985,24015.0,1455.0
2023-01-05,22664,1352,133117,23731.0,1436.0
2023-01-06,22335,1341,133236,23437.0,1417.0
2023-01-07,22129,1330,133284,23149.0,1396.0
2023-01-08,22102,1331,133301,22855.0,1375.0
2023-01-09,21548,1267,133446,22494.0,1347.0
2023-01-10,21100,1242,133561,22149.0,1322.0
2023-01-11,20776,1235,133640,21808.0,1300.0
2023-01-12,20399,1233,133690,21484.0,1283.0
2023-01-13,20039,1227,133788,21156.0,1266.0
2023-01-14,19950,1214,133808,20845.0,1250.0
2023-01-15,19922,1211,133816,20533.0,1233.0
2023-01-16,19689,1187,133896,20268.0,1221.0
2023-01-17,19229,1145,133995,20001.0,1207.0
2023-01-18,18927,1141,134073,19736.0,1194.0
2023-01-19,18470,1105,134133,19461.0,1176.0
2023-01-20,18109,1068,134176,19185.0,1153.0
2023-01-21,17932,1048,134203,18897.0,1129.0
2023-01-22,17911,1044,134212,18610.0,1105.0
2023-01-23,17639,1016,134314,18317.0,1081.0
2023-01-24,17206,972,134373,18028.0,1056.0
2023-01-25,16917,957,134407,17741.0,1030.0
2023-01-26,16479,936,134457,17456.0,1006.0
2023-01-27,15986,911,134501,17153.0,983.0
2023-01-28,15649,895,134532,16827.0,962.0
2023-01-29,15591,896,134538,16495.0,940.0
2023-01-30,15365,883,134597,16170.0,921.0
2023-01-31,14768,865,134654,15822.0,906.0
2023-02-01,14316,838,134707,15451.0,889.0
2023-02-02,14037,819,134757,15102.0,872.0
2023-02-03,13921,807,134784,14807.0,858.0
2023-02-04,13863,798,134805,14552.0,844.0
2023-02-05,13863,797,134805,14305.0,830.0
2023-02-06,13801,789,134845,14081.0,816.0
2023-02-07,13619,780,134887,13917.0,804.0
2023-02-08,13577,767,134918,13812.0,794.0
2023-02-09,13497,770,134935,13734.0,787.0
2023-02-10,13412,777,134955,13662.0,783.0
2023-02-11,13392,775,134966,13594.0,779.0
2023-02-12,13385,774,134967,13526.0,776.0
2023-02-13,13354,772,135005,13462.0,774.0
2023-02-14,13221,774,135040,13405.0,773.0
2023-02-15,13078,752,135075,13334.0,771.0
2023-02-16,13016,745,135101,13265.0,767.0
2023-02-17,12995,742,135128,13206.0,762.0
2023-02-18,12940,730,135144,13141.0,756.0
2023-02-19,12940,728,135145,13078.0,749.0
2023-02-20,13044,738,135175,13033.0,744.0
2023-02-21,12996,731,135207,13001.0,738.0
2023-02-22,12962,736,135245,12985.0,736.0
2023-02-23,12991,733,135264,12981.0,734.0
2023-02-24,12958,731,135293,12976.0,732.0
2023-02-25,12896,722,135309,12970.0,731.0
2023-02-26,12910,723,135310,12965.0,731.0
2023-02-27,12958,726,135345,12953.0,729.0
2023-02-28,12858,722,135379,12933.0,728.0
2023-03-01,12787,718,135404,12908.0,725.0
2023-03-02,12767,721,135425,12876.0,723.0
2023-03-03,12701,710,135446,12840.0,720.0
2023-03-04,12705,717,135463,12812.0,720.0
2023-03-05,12711,719,135463,12784.0,719.0
2023-03-06,12820,731,135489,12764.0,720.0
2023-03-07,12885,735,135513,12768.0,722.0
2023-03-08,13030,738,135540,12803.0,724.0
2023-03-09,13058,742,135550,12844.0,727.0
2023-03-10,13121,754,135577,12904.0,734.0
2023-03-11,13131,749,135585,12965.0,738.0
